title,overview,cosine_similarity
정보통신산업진흥원,SW프로슈머 평가 대한민국 1711055118.0 SW프로슈머평가 윤지석EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.7257769408161816,0.7180103678886709,0.7167964651748234,0.7127680243096534,0.709902593630805,0.7042920714077594,0.7029647894859525,0.6963938783372542,0.6958085649981114,0.6940538343383964"
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.8774373291524828,0.8666683878941963,0.8635028231856149,0.8493558571862482,0.8470972924323017,0.7800201508950083,0.7792303727677811,0.774404104679707,0.7284122351940512,0.7132806110791774"
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.8906757748535105,0.8774373291524828,0.8630385269121296,0.8452461798683523,0.8428947430427376,0.7991590459445582,0.7821143542223487,0.7732838183702678,0.7405655409818868,0.7260363655468342"
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.8862488223057146,0.8717856700165642,0.8695788658956577,0.807856772312202,0.7991590459445582,0.7811625265300548,0.7800201508950083,0.7706976285837129,0.7301778471588822,0.6891501167444806"
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.8906757748535105,0.8653119636400298,0.8635028231856149,0.8478201798141105,0.8455271442900905,0.7811625265300548,0.7770077509293761,0.7733758197961816,0.7420831569400107,0.7256823444729438"
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.8780380919012607,0.8611664867365737,0.8591639220949843,0.7963458453054139,0.7821143542223487,0.774404104679707,0.7733758197961816,0.7706976285837129,0.7185862713539983,0.6614568656933666"
정보통신산업진흥원,정보기술인력 개편방안 대한민국 1415125514.0 정보통신기술인력양성사업 개편방안 연구 이진규EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.7305303572768682,0.7025140703047655,0.6346916564001699,0.6322431371654745,0.6209067944279519,0.6046297624439481,0.5652033117071383,0.5612699863479368,0.5587705587484796,0.5564892395007156"
정보통신산업진흥원,정보기술인력 개편방안 대한민국 1415125514.0 정보통신기술인력양성사업 개편방안 연구 이진규EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.7581931807135889,0.7305303572768682,0.6082819225698137,0.6076310405608302,0.5922492196458824,0.5772317133292207,0.572057073645659,0.5461748165761356,0.5373628333730059,0.5333489127808866"
정보통신산업진흥원,정보기술인력 개편방안 대한민국 1415125514.0 정보통신기술인력양성사업 개편방안 연구 이진규EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.707748587611154,0.6732611923027458,0.6616666531546516,0.6529262509051386,0.6529129242506105,0.6494776166548504,0.6493255435098081,0.6470377025890676,0.646514058147488,0.6449439130610091"
정보통신산업진흥원,정보기술인력 개편방안 대한민국 1415125514.0 정보통신기술인력양성사업 개편방안 연구 이진규EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.7581931807135889,0.7025140703047655,0.6234951455110831,0.6039522982261892,0.5924258662888501,0.5870467816660874,0.5550306796613511,0.5510651480548311,0.5485464068814759,0.5462482361951638"
정보통신산업진흥원,정보기술인력 개편방안 대한민국 1415125514.0 정보통신기술인력양성사업 개편방안 연구 이진규EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.6949765766882238,0.6588825680445635,0.6470726746279172,0.6428679896559902,0.6381729973682345,0.6377916665295632,0.6345298817293484,0.6322077226831798,0.6316763572810612,0.6300833589667318"
정보통신산업진흥원,"지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 대한민국 1711056732.0 (41)지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 민병수EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan","0.8916419996775524,0.8792208143796734,0.799359151358551,0.7966443026902683,0.4056278264373504,0.39681799958182923,0.38641544105132913,0.37072882927539375,0.3612182207078049,0.35870445484995045"
정보통신산업진흥원,"지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 대한민국 1711056732.0 (41)지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 민병수EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan","0.9034026068331835,0.8916419996775524,0.814031668137933,0.8064387572704169,0.3819986690234177,0.37232859833176346,0.36288756085658697,0.34740611011904166,0.3378232404678991,0.33529981387938873"
정보통신산업진흥원,"지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 대한민국 1711056732.0 (41)지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 민병수EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan","0.814031668137933,0.7976447659168653,0.7966443026902683,0.7883651720569688,0.4504812715541413,0.4458516314368318,0.4427233273888865,0.4372778262917306,0.4368661786736234,0.43575567957797434"
정보통신산업진흥원,"지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 대한민국 1711056732.0 (41)지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 민병수EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan","0.9034026068331835,0.8792208143796734,0.7985351439749706,0.7976447659168653,0.383634456303798,0.376312791227945,0.3728959614373697,0.362102201113917,0.35255912370758946,0.35004019205306813"
정보통신산업진흥원,"지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 대한민국 1711056732.0 (41)지능정보사회 구현을 위한 심층통계, 경제효과 및 세부 이행전략 분석연구 민병수EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan","0.8064387572704169,0.799359151358551,0.7985351439749706,0.7883651720569688,0.4386787581218929,0.43398443625094446,0.43081582528859336,0.4290838832813591,0.4256927354192444,0.42489049115879596"
정보통신산업진흥원,RFID/USN시험인증기반구축사업 대한민국 1415118804.0 RFID/USN 시험인증기반구축 전현철EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.905062418404563,0.8210266387250603,0.7240043605043271,0.7063877115911388,0.7054308870373663,0.7005216992465733,0.6974021608573785,0.6945548437464707,0.6926771516315072,0.6902662451840686"
정보통신산업진흥원,RFID/USN시험인증기반구축사업 대한민국 1415118804.0 RFID/USN 시험인증기반구축 전현철EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.9041796463855266,0.793452703134833,0.7298844598926916,0.7158389036039777,0.7063877115911388,0.6960931630869118,0.6908935800346007,0.6875936633900904,0.6845845057792562,0.682601539665545"
정보통신산업진흥원,RFID/USN시험인증기반구축사업 대한민국 1415118804.0 RFID/USN 시험인증기반구축 전현철EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.9043480350039735,0.81076227771131,0.7556973664791758,0.7411651734534862,0.7404674502671461,0.7385852069761327,0.7363990077970745,0.7338043712532482,0.731429808067786,0.7278418382531314"
정보통신산업진흥원,RFID/USN시험인증기반구축사업 대한민국 1415118804.0 RFID/USN 시험인증기반구축 전현철EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.8982086762241189,0.7901020768111517,0.7298844598926916,0.7068780634425521,0.6882485382545923,0.6833312040754169,0.6802079173917671,0.6773581422829769,0.675479330081173,0.6730675669137555"
정보통신산업진흥원,RFID/USN시험인증기반구축사업 대한민국 1415118804.0 RFID/USN 시험인증기반구축 전현철EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.900534725563703,0.8029764252722948,0.745566960200147,0.7371480168564719,0.7313221678352771,0.7299439460267545,0.7257769408161816,0.7231208492164862,0.7206909964330324,0.7190857132886815"
정보통신산업진흥원,3D프린팅 기술을 활용한 사업화 지원 방안 연구 대한민국 1711026321.0 3D프린팅 기술을 활용한 사업화 지원방안 연구 임태홍EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.8287018401529478,0.8097783040571727,0.6939216451630429,0.693819725329594,0.5452716506352571,0.5084520867846989,0.49740902080906235,0.48436947507772543,0.4802627660083087,0.4647063997850156"
정보통신산업진흥원,3D프린팅 기술을 활용한 사업화 지원 방안 연구 대한민국 1711026321.0 3D프린팅 기술을 활용한 사업화 지원방안 연구 임태홍EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.8468988518834905,0.8287018401529478,0.7191591057896721,0.703273593590423,0.526651021381666,0.4819183854235065,0.4697189061254061,0.4578083684568018,0.4554923921803604,0.43827742149689525"
정보통신산업진흥원,3D프린팅 기술을 활용한 사업화 지원 방안 연구 대한민국 1711026321.0 3D프린팅 기술을 활용한 사업화 지원방안 연구 임태홍EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.7191591057896721,0.6949606277113164,0.6939216451630429,0.6880136053566579,0.6188946020829161,0.575961446510017,0.5651207905523102,0.5593129888782462,0.5553885867592331,0.5480408972516698"
정보통신산업진흥원,3D프린팅 기술을 활용한 사업화 지원 방안 연구 대한민국 1711026321.0 3D프린팅 기술을 활용한 사업화 지원방안 연구 임태홍EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.8468988518834905,0.8097783040571727,0.6949606277113164,0.6920023149787313,0.5442854430992892,0.48203796232886,0.4728382659615873,0.4711347562793259,0.4685450080364723,0.4549826125146712"
정보통신산업진흥원,3D프린팅 기술을 활용한 사업화 지원 방안 연구 대한민국 1711026321.0 3D프린팅 기술을 활용한 사업화 지원방안 연구 임태홍EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.703273593590423,0.693819725329594,0.6920023149787313,0.6880136053566579,0.6040732067803872,0.5520390597983715,0.5466057410367315,0.5407564874829002,0.5368083114860777,0.5320166089875832"
정보통신산업진흥원,SW중심사회 포털 대한민국 1711055560.0 SW중심사회포털 홍태준EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.7010737455441453,0.6858471316171797,0.669255968026187,0.6678676928388441,0.6407554708563351,0.636214436724799,0.6243176489508561,0.6199729390209042,0.6172120975143274,0.6146921762050053"
정보통신산업진흥원,SW중심사회 포털 대한민국 1711055560.0 SW중심사회포털 홍태준EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.7024757387014378,0.6753982596021331,0.669255968026187,0.6583009515615845,0.6416085890047352,0.6142363866067908,0.597293255624366,0.5928316748275776,0.5900001314934239,0.5874180783410969"
정보통신산업진흥원,SW중심사회 포털 대한민국 1711055560.0 SW중심사회포털 홍태준EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.7241303035507286,0.7166883455489858,0.7116597241547541,0.7029063028441075,0.7022445960574359,0.7004595139729997,0.6983861661724384,0.6959254645021925,0.6953622554344945,0.6936734760260128"
정보통신산업진흥원,SW중심사회 포털 대한민국 1711055560.0 SW중심사회포털 홍태준EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.7024757387014378,0.6686485723111063,0.6558874117337247,0.6499321115156206,0.636214436724799,0.6311193268150996,0.6144863967475707,0.6100960714603888,0.6073075189628959,0.6047631647931331"
정보통신산업진흥원,SW중심사회 포털 대한민국 1711055560.0 SW중심사회포털 홍태준EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.7132271944352987,0.7055949169297108,0.7004432211498424,0.697627337964541,0.6921138298886849,0.690809498615429,0.6868658988418948,0.6843522081451644,0.6837770157309871,0.682052626934602"
정보통신산업진흥원,인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 대한민국 1711073799.0 (51) 인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 윤준배EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.8899268973456945,0.8773215734451486,0.7975974562748307,0.7962106348416388,0.4087914431178265,0.399912905702093,0.39045529402874257,0.38942921440519523,0.3762251552710864,0.3736202578998306"
정보통신산업진흥원,인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 대한민국 1711073799.0 (51) 인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 윤준배EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.9018667245382262,0.8899268973456945,0.8137749021676862,0.8047806211063605,0.3850453596557988,0.37529816379021125,0.3686129689792381,0.3657818278316415,0.3564132941664003,0.3501769023420549"
정보통신산업진흥원,인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 대한민국 1711073799.0 (51) 인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 윤준배EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.8137749021676862,0.7972508332248818,0.7962106348416388,0.7886639689937783,0.4732747027176928,0.46643120820727935,0.4616376490299314,0.45839858288254454,0.4575257939239991,0.4523340534016969"
정보통신산업진흥원,인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 대한민국 1711073799.0 (51) 인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 윤준배EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.9018667245382262,0.8773215734451486,0.7972508332248818,0.796777483747713,0.3866518943659496,0.3823620944012249,0.37927264147306083,0.37582893695292824,0.36885167229441507,0.3649502793980133"
정보통신산업진흥원,인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 대한민국 1711073799.0 (51) 인공지능 산업 육성을 위한 AI 산업화 로드맵 정책 연구 윤준배EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.8047806211063605,0.7975974562748307,0.796777483747713,0.7886639689937783,0.45637736969202897,0.4485312460688627,0.4437314922644175,0.44049171601143583,0.43973494716478967,0.43655976262879426"
정보통신산업진흥원,SW Maestro 과정 대한민국 1415111351.0 SW Maestro 과정 이진규EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan,"0.7752987250510271,0.7512700706895079,0.6251689805182142,0.6031646524911988,0.5808351523794036,0.578594401254906,0.5682199992992853,0.5533241482866286,0.5486929311351791,0.5446600364896775"
정보통신산업진흥원,SW Maestro 과정 대한민국 1415111351.0 SW Maestro 과정 이진규EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan,"0.7987312247619834,0.7752987250510271,0.6558784944836897,0.6135360957839328,0.5541268556554004,0.5535339213799305,0.5395215370864017,0.5258410326257721,0.5244584693738816,0.5189734937013201"
정보통신산업진흥원,SW Maestro 과정 대한민국 1415111351.0 SW Maestro 과정 이진규EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan,"0.6809643488506808,0.6708854671970749,0.6565404117817162,0.6558784944836897,0.650637039336504,0.6394321210818447,0.630972550973846,0.6275057199566213,0.6261718513440474,0.6252947592475215"
정보통신산업진흥원,SW Maestro 과정 대한민국 1415111351.0 SW Maestro 과정 이진규EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan,"0.7987312247619834,0.7512700706895079,0.6261718513440474,0.6000710289793963,0.5696288365926099,0.5517743762287268,0.5412437601336353,0.5397830143290956,0.5363293967457924,0.5352350803320751"
정보통신산업진흥원,SW Maestro 과정 대한민국 1415111351.0 SW Maestro 과정 이진규EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan,"0.6413115000961527,0.6177011559152732,0.6135360957839328,0.611952826915488,0.6109789579181635,0.607619415703526,0.6031646524911988,0.6000710289793963,0.596728369430075,0.5943294349683893"
